10351	4	6	2	4	3	3	4	3
10352	4	6	2	4	3	3	4	3
10353	4	6	2	4	3	3	4	3
10354	4	6	2	4	3	3	4	3
10355	4	6	2	4	3	3	4	3
10356	3	3	4	7	1	3	2	5
10357	3	3	4	7	1	3	2	5
10358	3	3	4	7	1	3	2	5
10359	3	3	4	7	1	3	2	5
10360	3	3	4	7	1	3	2	5
10361	3	3	4	7	1	3	2	5
10362	3	3	4	7	1	3	2	5
10363	3	3	4	7	1	3	2	5
10364	3	3	4	7	1	3	2	5
10365	3	3	4	7	1	3	2	5
10366	3	3	4	7	1	3	2	5
10367	3	3	4	7	1	3	2	5
10368	3	3	4	7	1	3	2	5
10369	3	3	4	7	1	3	2	5
10370	3	3	4	7	1	3	2	5
10371	3	3	4	7	1	3	2	5
10372	3	3	4	7	1	3	2	5
10373	3	3	4	7	1	3	2	5
10374	3	4	6	5	4	3	3	4
10375	5	3	5	4	5	5	2	2
10376	5	3	5	4	5	5	2	2
10377	5	3	5	4	5	5	2	2
10378	5	3	5	4	5	5	2	2
10379	5	3	5	4	5	5	2	2
10380	5	3	5	4	5	5	2	2
10381	5	3	5	4	5	5	2	2
10382	5	3	5	4	5	5	2	2
10383	5	3	5	4	5	5	2	2
10384	6	1	4	5	3	6	1	5
10385	5	2	3	5	4	4	3	5
10386	5	2	3	5	4	4	3	5
10387	5	2	3	5	4	4	3	5
10388	5	2	3	5	4	4	3	5
10389	5	2	3	5	4	4	3	5
10390	5	2	3	5	4	4	3	5
10391	5	2	3	5	4	4	3	5
10392	5	2	3	5	4	4	3	5
10393	5	2	3	5	4	4	3	5
10394	5	2	3	5	4	4	3	5
10395	5	2	3	5	4	4	3	5
10396	5	2	3	5	4	4	3	5
10397	4	4	3	4	4	4	4	3
10398	4	4	3	4	4	4	4	3
10399	4	4	3	4	4	4	4	3
10400	4	4	3	4	4	4	4	3
10401	4	4	3	4	4	4	4	3
10402	4	4	3	4	4	4	4	3
10403	4	4	3	4	4	4	4	3
10404	4	4	3	4	4	4	4	3
10405	4	4	3	4	4	4	4	3
10406	4	4	3	4	4	4	4	3
10407	4	4	3	4	4	4	4	3
10408	4	4	3	4	4	4	4	3
10409	4	3	3	3	6	5	3	5
10410	4	3	3	3	6	5	3	5
10411	4	3	3	3	6	5	3	5
10412	4	3	3	3	6	5	3	5
10413	4	3	3	3	6	5	3	5
10414	4	3	3	3	6	5	3	5
10415	4	3	3	3	6	5	3	5
10416	4	3	3	3	6	5	3	5
10417	4	3	3	3	6	5	3	5
10418	4	3	3	3	6	5	3	5
10419	4	3	3	3	6	5	3	5
10420	4	3	5	4	4	4	3	5
10421	4	3	5	4	4	4	3	5
10422	4	3	5	4	4	4	3	5
10423	4	3	5	4	4	4	3	5
10424	4	3	5	4	4	4	3	5
10425	4	4	6	3	3	4	4	3
10426	4	4	6	3	3	4	4	3
10427	4	4	6	3	3	4	4	3
10428	4	4	6	3	3	4	4	3
10429	4	4	6	3	3	4	4	3
10430	4	4	6	3	3	4	4	3
10431	4	4	6	3	3	4	4	3
10432	4	4	6	3	3	4	4	3
10433	4	4	6	3	3	4	4	3
10434	4	4	6	3	3	4	4	3
10435	4	4	6	3	3	4	4	3
10436	4	4	6	3	3	4	4	3
10437	4	3	3	5	6	4	3	3
10438	4	3	3	5	6	4	3	3
10439	4	3	3	5	6	4	3	3
10440	4	3	3	5	6	4	3	3
10441	4	3	3	5	6	4	3	3
10442	4	3	3	5	6	4	3	3
10443	4	3	3	5	6	4	3	3
10444	4	3	3	5	6	4	3	3
10445	4	3	3	5	6	4	3	3
10446	4	3	3	5	6	4	3	3
10447	4	3	3	5	6	4	3	3
10448	4	3	3	5	6	4	3	3
10449	4	3	3	5	6	4	3	3
10450	4	3	3	5	6	4	3	3
10451	5	3	2	5	4	4	3	4
10452	5	3	2	5	4	4	3	4
10453	5	3	2	5	4	4	3	4
10454	5	3	2	5	4	4	3	4
10455	5	3	2	5	4	4	3	4
10456	5	3	2	5	4	4	3	4
10457	5	3	2	5	4	4	3	4
10458	5	3	2	5	4	4	3	4
10459	3	5	4	3	4	4	4	4
10460	3	5	4	3	4	4	4	4
10461	3	5	4	3	4	4	4	4
10462	3	5	4	3	4	4	4	4
10463	3	5	4	3	4	4	4	4
10464	3	5	4	3	4	4	4	4
10465	3	5	4	3	4	4	4	4
10466	3	5	4	3	4	4	4	4
10467	3	5	4	3	4	4	4	4
10468	3	5	4	3	4	4	4	4
10469	5	2	2	3	5	7	3	3
10470	3	5	3	3	3	5	4	4
10471	3	5	3	3	3	5	4	4
10472	3	5	3	3	3	5	4	4
10473	3	5	3	3	3	5	4	4
10474	3	5	3	3	3	5	4	4
10475	3	5	3	3	3	5	4	4
10476	3	5	3	3	3	5	4	4
10477	3	5	3	3	3	5	4	4
10478	3	5	3	3	3	5	4	4
10479	4	4	7	2	7	3	3	4
10480	4	4	7	2	7	3	3	4
10481	4	4	7	2	7	3	3	4
10482	4	4	7	2	7	3	3	4
10483	4	4	7	2	7	3	3	4
10484	4	4	7	2	7	3	3	4
10485	4	4	7	2	7	3	3	4
10486	4	4	7	2	7	3	3	4
10487	5	4	4	3	4	2	4	6
10488	5	4	4	3	4	2	4	6
10489	5	4	4	3	4	2	4	6
10490	5	4	4	3	4	2	4	6
10491	6	2	4	6	4	3	3	2
10492	6	2	4	6	4	3	3	2
10493	6	2	4	6	4	3	3	2
10494	6	2	4	6	4	3	3	2
10495	6	2	4	6	4	3	3	2
10496	6	2	4	6	4	3	3	2
10497	6	2	4	6	4	3	3	2
10498	6	2	4	6	4	3	3	2
10499	6	2	4	6	4	3	3	2
10500	6	2	4	6	4	3	3	2
10501	6	2	4	6	4	3	3	2
10502	6	2	4	6	4	3	3	2
10503	6	2	4	6	4	3	3	2
10504	6	2	4	6	4	3	3	2
10505	6	2	4	6	4	3	3	2
10506	4	4	4	3	6	4	3	4
10507	4	4	4	3	6	4	3	4
